       x [in]         y [in]         z [in]    Bx [Vs/m^2]    By [Vs/m^2]    Bz [Vs/m^2]  
      0.53192      -0.257895        -19.711     -0.0480683     -0.0138256    -0.00273957
      0.53192      -0.257895       -19.6078     -0.0480581     -0.0137731     0.00275733
      0.53192      -0.257895       -19.5047     -0.0505849     -0.0138354     0.00827806
      0.53192      -0.257895       -19.4015     -0.0571415     -0.0124915      0.0121364
      0.53192      -0.257895       -19.2984     -0.0626457    -0.00820261      0.0114988
      0.53192      -0.257895       -19.1952     -0.0468649    -0.00649074      0.0116697
      0.53192      -0.257895        -19.092     -0.0282339    -0.00522763      0.0114755
      0.53192      -0.257895       -18.9889    -0.00916826    -0.00392317      0.0101626
      0.53192      -0.257895       -18.8857      0.0918253    -0.00455861      0.0129278
      0.53192      -0.257895       -18.7826      0.0536688    -0.00375363      0.0124209
      0.53192      -0.257895       -18.6794   1.60373e-005  -2.58716e-007              0
      0.53192      -0.154737       -20.6394   1.60994e-005  -1.01229e-008              0
      0.53192      -0.154737       -20.5363      0.0614366    -0.00272072     -0.0164724
      0.53192      -0.154737       -20.4331   -0.000182721    -0.00154074    -0.00804016
      0.53192      -0.154737       -20.3299     -0.0152866    -0.00263267     -0.0113588
      0.53192      -0.154737       -20.2268     -0.0353048    -0.00339395     -0.0124739
      0.53192      -0.154737       -20.1236     -0.0554614    -0.00431772     -0.0130754
      0.53192      -0.154737       -20.0205     -0.0601703    -0.00663604     -0.0151647
      0.53192      -0.154737       -19.9173      -0.050846     -0.0083575     -0.0139538
      0.53192      -0.154737       -19.8142     -0.0459223    -0.00806966    -0.00810576
      0.53192      -0.154737        -19.711     -0.0442321    -0.00787865    -0.00262754
      0.53192      -0.154737       -19.6078     -0.0442504    -0.00785791     0.00261813
      0.53192      -0.154737       -19.5047     -0.0459082    -0.00806198     0.00805746
      0.53192      -0.154737       -19.4015     -0.0506332    -0.00828165      0.0138385
      0.53192      -0.154737       -19.2984     -0.0603985    -0.00670883      0.0156174
      0.53192      -0.154737       -19.1952     -0.0553752    -0.00434714      0.0130122
      0.53192      -0.154737        -19.092      -0.035321    -0.00341074      0.0124872
      0.53192      -0.154737       -18.9889     -0.0152809    -0.00262449      0.0113563
      0.53192      -0.154737       -18.8857   -0.000170175    -0.00157597     0.00786753
      0.53192      -0.154737       -18.7826      0.0613723    -0.00311002      0.0165177
      0.53192      -0.154737       -18.6794   1.61764e-005  -8.71489e-008  -6.77532e-023
      0.53192     -0.0515789       -20.6394    1.6138e-005    5.2165e-008              0
      0.53192     -0.0515789       -20.5363      0.0669078   -0.000996888     -0.0184561
      0.53192     -0.0515789       -20.4331   -0.000220136   -0.000557365    -0.00845369
      0.53192     -0.0515789       -20.3299     -0.0184485   -0.000927478     -0.0119711
      0.53192     -0.0515789       -20.2268      -0.039049    -0.00119863     -0.0130278
      0.53192     -0.0515789       -20.1236      -0.059899     -0.0015199     -0.0137789
      0.53192     -0.0515789       -20.0205     -0.0575779     -0.0024557     -0.0174135
      0.53192     -0.0515789       -19.9173     -0.0480508    -0.00275816     -0.0138006
      0.53192     -0.0515789       -19.8142     -0.0442714    -0.00261923    -0.00788791
      0.53192     -0.0515789        -19.711     -0.0429591    -0.00253213    -0.00254177
      0.53192     -0.0515789       -19.6078     -0.0429761    -0.00252506     0.00254225
      0.53192     -0.0515789       -19.5047     -0.0442674     -0.0026343     0.00781748
      0.53192     -0.0515789       -19.4015     -0.0480475    -0.00269906      0.0138152
      0.53192     -0.0515789       -19.2984     -0.0574934    -0.00245001      0.0173748
      0.53192     -0.0515789       -19.1952     -0.0599767    -0.00153804      0.0137302
      0.53192     -0.0515789        -19.092     -0.0390659    -0.00120209      0.0129923
      0.53192     -0.0515789       -18.9889     -0.0184088   -0.000911288      0.0119028
      0.53192     -0.0515789       -18.8857   -0.000277863   -0.000594595     0.00852807
      0.53192     -0.0515789       -18.7826      0.0667294    -0.00110441      0.0185724
      0.53192     -0.0515789       -18.6794   1.60675e-005   2.88301e-008  -2.56363e-024
      0.53192      0.0515789       -20.6394   1.61338e-005   4.01444e-008              0
      0.53192      0.0515789       -20.5363        0.06696     0.00119681     -0.0185751
      0.53192      0.0515789       -20.4331   -0.000184125    0.000581245    -0.00840152
      0.53192      0.0515789       -20.3299     -0.0184249    0.000896596     -0.0119151
      0.53192      0.0515789       -20.2268       -0.03912     0.00119951     -0.0130482
      0.53192      0.0515789       -20.1236     -0.0599681      0.0015509     -0.0137912
      0.53192      0.0515789       -20.0205     -0.0573299     0.00234829     -0.0171553
      0.53192      0.0515789       -19.9173     -0.0480312     0.00281578     -0.0137462
      0.53192      0.0515789       -19.8142     -0.0442448     0.00262482    -0.00788782
      0.53192      0.0515789        -19.711     -0.0429677     0.00253432    -0.00252835
      0.53192      0.0515789       -19.6078     -0.0429694     0.00253956     0.00254479
      0.53192      0.0515789       -19.5047     -0.0442563     0.00263577     0.00786215
      0.53192      0.0515789       -19.4015     -0.0480214     0.00280717      0.0137728
      0.53192      0.0515789       -19.2984     -0.0568326      0.0028141      0.0173584
      0.53192      0.0515789       -19.1952     -0.0598889     0.00148988      0.0137268
      0.53192      0.0515789        -19.092     -0.0390308     0.00118363      0.0130398
      0.53192      0.0515789       -18.9889      -0.018463    0.000942862      0.0119194
      0.53192      0.0515789       -18.8857   -0.000451925     0.00054619     0.00847604
      0.53192      0.0515789       -18.7826      0.0667105     0.00103761      0.0182503
      0.53192      0.0515789       -18.6794   1.61055e-005  -2.74198e-009              0
      0.53192       0.154737       -20.6394   1.61361e-005   4.46171e-008              0
      0.53192       0.154737       -20.5363      0.0615295     0.00301339     -0.0163836
      0.53192       0.154737       -20.4331  -3.22693e-005     0.00155957     -0.0078608
      0.53192       0.154737       -20.3299     -0.0152839     0.00263267     -0.0113565
      0.53192       0.154737       -20.2268     -0.0352666     0.00341089     -0.0124643
      0.53192       0.154737       -20.1236     -0.0554269      0.0043352     -0.0130642
      0.53192       0.154737       -20.0205     -0.0601827     0.00637483     -0.0151259
      0.53192       0.154737       -19.9173     -0.0508075     0.00825906     -0.0137986
      0.53192       0.154737       -19.8142      -0.045856     0.00812438    -0.00810984
      0.53192       0.154737        -19.711     -0.0442496     0.00787588    -0.00263146
      0.53192       0.154737       -19.6078     -0.0442548     0.00786957      0.0026418
      0.53192       0.154737       -19.5047     -0.0458809     0.00810985     0.00810699
      0.53192       0.154737       -19.4015     -0.0506076     0.00833159      0.0138771
      0.53192       0.154737       -19.2984     -0.0603021     0.00642023       0.015043
      0.53192       0.154737       -19.1952     -0.0553357     0.00435062      0.0129969
      0.53192       0.154737        -19.092     -0.0353039     0.00342599      0.0124597
      0.53192       0.154737       -18.9889     -0.0153258     0.00257901      0.0113708
      0.53192       0.154737       -18.8857    0.000141817     0.00162238     0.00808508
      0.53192       0.154737       -18.7826      0.0619782     0.00285241      0.0163672
      0.53192       0.154737       -18.6794   1.61041e-005    1.1821e-008              0
      0.53192       0.257895       -20.6394   1.60081e-005   2.55798e-007              0
      0.53192       0.257895       -20.5363      0.0537039     0.00376925     -0.0124403
      0.53192       0.257895       -20.4331      0.0917156     0.00489525     -0.0133918
      0.53192       0.257895       -20.3299    -0.00918297     0.00392389      -0.010189
      0.53192       0.257895       -20.2268     -0.0283142      0.0052916     -0.0115421
      0.53192       0.257895       -20.1236     -0.0468748     0.00650449     -0.0116883
      0.53192       0.257895       -20.0205     -0.0626603     0.00823152     -0.0115685
      0.53192       0.257895       -19.9173     -0.0573355      0.0122954     -0.0123333
      0.53192       0.257895       -19.8142     -0.0505171      0.0138424    -0.00838907
      0.53192       0.257895        -19.711     -0.0480322      0.0137508    -0.00278104
      0.53192       0.257895       -19.6078     -0.0482148      0.0138674     0.00275002
      0.53192       0.257895       -19.5047     -0.0506222      0.0138448     0.00836477
      0.53192       0.257895       -19.4015     -0.0567576      0.0122064      0.0126049
      0.53192       0.257895       -19.2984     -0.0626838     0.00828731       0.011568
      0.53192       0.257895       -19.1952     -0.0468464     0.00650034       0.011686
      0.53192       0.257895        -19.092     -0.0281738     0.00523464      0.0114615
      0.53192       0.257895       -18.9889    -0.00924709     0.00389882      0.0101574
      0.53192       0.257895       -18.8857       0.092071     0.00440499      0.0134603
      0.53192       0.257895       -18.7826      0.0538018     0.00357477      0.0123363
      0.53192       0.257895       -18.6794   1.60206e-005   1.96458e-007              0
      0.53192       0.361053       -20.6394    1.6067e-005   5.60545e-008   5.42132e-023
      0.53192       0.361053       -20.5363      0.0451651     0.00242096    -0.00578231
      0.53192       0.361053       -20.4331      0.0783289     0.00826426     -0.0175468
      0.53192       0.361053       -20.3299   -0.000364655     0.00425348    -0.00803885
      0.53192       0.361053       -20.2268     -0.0184029     0.00642205     -0.0100952
      0.53192       0.361053       -20.1236      -0.035327     0.00795241     -0.0102196
      0.53192       0.361053       -20.0205     -0.0510415     0.00956663    -0.00957379
      0.53192       0.361053       -19.9173     -0.0625606      0.0115158    -0.00822348
      0.53192       0.361053       -19.8142     -0.0602773      0.0151688    -0.00648953
      0.53192       0.361053        -19.711     -0.0574274       0.017241    -0.00245278
      0.53192       0.361053       -19.6078     -0.0575732      0.0174701       0.002464
      0.53192       0.361053       -19.5047     -0.0601823      0.0153362     0.00653084
      0.53192       0.361053       -19.4015     -0.0626635      0.0116287     0.00826152
      0.53192       0.361053       -19.2984     -0.0510561     0.00962127     0.00957817
      0.53192       0.361053       -19.1952     -0.0353032     0.00794248      0.0101771
      0.53192       0.361053        -19.092     -0.0183478     0.00642481      0.0100826
      0.53192       0.361053       -18.9889   -0.000417154     0.00423766     0.00801313
      0.53192       0.361053       -18.8857      0.0787478     0.00832084      0.0176786
      0.53192       0.361053       -18.7826      0.0453479     0.00219228     0.00569645
      0.53192       0.361053       -18.6794   1.60801e-005   1.79247e-008              0
      0.53192       0.464211       -20.6394   1.68878e-005  -9.79524e-007   2.44453e-024
      0.53192       0.464211       -20.5363   1.62595e-005  -1.52925e-007  -6.37355e-008
      0.53192       0.464211       -20.4331      0.0571004     0.00771863     -0.0131158
      0.53192       0.464211       -20.3299      0.0915427     0.00927974     -0.0129346
